equation, soln_entropy, soln_score
41+32=73,8.86374373506447,2
51+32=83,8.825823418915403,3
61+32=93,8.805103462536298,3
11+33=44,7.957103470464383,3
21+33=54,8.914711489803551,2
31+33=64,8.02202487379156,3
41+33=74,8.265822297502249,2
51+33=84,8.859408245333968,3
61+33=94,8.858175619211783,3
11+34=45,8.560411540644049,4
21+34=55,8.866364862180548,3
31+34=65,8.8578499382775,2
41+34=75,8.863479975261251,3
51+34=85,8.79221474557207,2
61+34=95,9.38015431345154,3
11+35=46,9.153101593501642,3
21+35=56,8.883809670570338,3
31+35=66,8.235546119569811,2
41+35=76,9.431243480921806,2
51+35=86,8.815988149698223,3
61+35=96,8.7625215545418,3
11+36=47,9.128298259632734,3
21+36=57,9.443669090511449,2
31+36=67,8.214292812257725,3
41+36=77,8.772465355121039,2
51+36=87,9.380931349949316,2
61+36=97,8.758109379745086,3
11+37=48,9.1247533727107,3
21+37=58,9.46335302420861,2
31+37=68,8.859859589001616,3
41+37=78,8.785414018808881,2
51+37=88,8.741590958840526,3
61+37=98,9.384728057328552,2
11+38=49,9.104580267553583,4
21+38=59,9.417900366523668,3
31+38=69,8.826344307708576,3
41+38=79,9.387601651764966,3
51+38=89,8.718142464215822,3
61+38=99,8.68792093354073,3
11+39=50,8.815225432003796,2
21+39=60,9.175374211073654,2
31+39=70,8.510682090416564,3
41+39=80,9.116359776937482,3
51+39=90,8.412941988948075,3
11+3-5=9,8.646004765366117,3
11+3-6=8,8.70243938418105,2
11+3-7=7,7.946901844137383,3
11+3-8=6,8.70352816547389,3
11+3-9=5,8.65267101158399,2
11+40=51,7.953353596467734,4
21+40=61,8.773505890738685,4
31+40=71,8.695989447058079,4
41+40=81,8.120048494827499,3
51+40=91,8.626493111890492,4
11+41=52,8.390602507177329,3
21+41=62,8.630844973605893,3
31+41=72,9.101748406820738,3
41+41=82,8.546067069269782,3
51+41=92,9.061681026281908,3
11+42=53,9.136050406795848,3
21+42=63,8.99527931799495,2
31+42=73,8.849631241744726,3
41+42=83,8.88521921107854,2
51+42=93,9.386907731586374,4
11+43=54,8.5595552958344,3
21+43=64,8.940608198246926,3
31+43=74,8.25443805055252,3
41+43=84,7.974465306548817,3
51+43=94,8.813506461868965,3
11+44=55,7.903022708684145,3
21+44=65,8.90904267052027,3
31+44=75,8.853135197232373,3
41+44=85,7.96761595503577,3
51+44=95,8.134753331961717,3
11+45=56,8.508207258539244,3
21+45=66,8.855217197320734,3
31+45=76,9.417651351628836,3
41+45=86,8.85958737889341,3
51+45=96,8.74952666713992,3
11+46=57,9.089791322787717,2
21+46=67,8.86332684349037,3
31+46=77,8.764213059594708,3
41+46=87,8.838825373865303,2
51+46=97,9.342590274763864,3
11+47=58,9.120072588988126,3
21+47=68,9.495904996797794,3
31+47=78,8.772567287330576,3
41+47=88,8.162210964974172,3
51+47=98,9.344465625620682,3
11+48=59,9.072098463301757,3
21+48=69,9.459788188597392,3
31+48=79,9.376019039654157,4
41+48=89,8.140910266383282,3
51+48=99,8.652302402989815,4
11+49=60,8.80749310141503,3
21+49=70,9.15413524461974,3
31+49=80,9.108681077823062,3
41+49=90,7.80904520127986,3
11+4-6=9,8.653370688154826,3
11+4-7=8,8.656931095661383,3
11+4-8=7,8.643712756694836,3
11+4-9=6,8.671508296794268,3
11+50=61,7.905143749916426,4
21+50=71,8.692626035197817,4
31+50=81,8.666215103100606,4
41+50=91,8.61698646601906,4
11+51=62,8.348118767753713,3
21+51=72,8.553100167998798,3
31+51=82,9.069810195087472,2
41+51=92,9.051948505343267,3
11+52=63,9.1199588480497,3
21+52=73,8.92980117362455,4
31+52=83,8.803822717148241,3
41+52=93,9.37889595919459,3
11+53=64,9.134929598428672,3
21+53=74,9.458451406484954,3
31+53=84,8.83677345713506,3
41+53=94,8.802656524856825,3
11+54=65,8.444084781220871,3
21+54=75,8.814029785680743,3
31+54=85,8.772414056412202,4
41+54=95,8.124586382510728,3
11+55=66,7.818439022800019,3
21+55=76,8.814429616106281,3
31+55=86,8.798345599061106,3
41+55=96,8.742319149376632,3
11+56=67,8.420205839235612,3
21+56=77,8.735465705249005,3
31+56=87,9.363361665084923,3
41+56=97,9.331616848861264,3
11+57=68,9.073572808112395,3
21+57=78,8.760733214114019,4
31+57=88,8.722203988653428,3
41+57=98,9.333565604635153,3
11+58=69,9.039697576212363,3
21+58=79,9.338638047536335,4
31+58=89,8.699752676591903,3
41+58=99,8.642183428190975,3
11+59=70,8.72740523359838,3
21+59=80,9.06686062909358,4
31+59=90,8.396521858106338,3
11+5-7=9,8.587250001866854,3
11+5-8=8,7.966815396420095,3
11+5-9=7,8.584250987345317,3
11+60=71,7.874870254063599,4
21+60=81,8.683059059121515,3
31+60=91,8.623511206411031,4
11+61=72,8.31183725964051,3
21+61=82,8.540173110860433,3
31+61=92,9.024107935978655,3
11+62=73,9.073925393843,3
21+62=83,8.910298966005504,3
31+62=93,8.76270125144912,3
11+63=74,9.103455240107024,3
21+63=84,9.451771872406946,3
31+63=94,8.8120272257413,3
11+64=75,9.036968901306343,3
21+64=85,9.405703880234991,4
31+64=95,9.337144735415473,3
11+65=76,8.400617246530189,3
21+65=86,8.771410667604798,4
31+65=96,8.730283584166317,3
11+66=77,7.7201968391972,3
21+66=87,8.771842154369406,3
31+66=97,8.729610799515445,3
11+67=78,8.384955926164816,3
21+67=88,8.745202562261237,3
31+67=98,9.3445599261166,3
11+68=79,8.979339148060163,4
21+68=89,8.706501147616462,3
31+68=99,8.647422038996346,3
11+69=80,8.685941255888787,3
21+69=90,8.38887143043068,4
11+6-8=9,8.566169570883703,3
11+6-9=8,8.588748874051964,3
11+70=81,7.789188357589259,3
21+70=91,8.54579588050142,4
11+71=82,8.248810610632159,3
21+71=92,8.427133160128687,4
11+72=83,9.012323756383571,3
21+72=93,8.809064390073047,4
11+73=84,9.010217433459424,3
21+73=94,9.347731212169853,4
11+74=85,8.981223420184532,3
21+74=95,9.303546841453226,3
11+75=86,8.978237009149987,3
21+75=96,9.304765776331736,4
11+76=87,8.288548757315928,3
21+76=97,8.637094887391966,3
11+77=88,7.630989042470754,3
21+77=98,8.642649599673335,3
11+78=89,8.230784629797833,3
21+78=99,8.570625414123107,4
11+79=90,7.902514790684455,3
11+7-9=9,7.788082275907325,3
11+80=91,7.684234529777451,3
11+81=92,8.154355984322093,3
11+82=93,8.925992015161196,3
11+83=94,8.95817037282423,3
11+84=95,8.907813894385718,3
11+85=96,8.921049096776594,3
11+86=97,8.879460491060762,3
11+87=98,8.21430547707226,3
11+88=99,7.50705887300142,2
91+9=100,6.277871024788475,3
21-10=11,7.131729586017742,4
31-10=21,8.081133844338867,3
41-10=31,8.122228192376552,3
51-10=41,8.101543774541158,3
61-10=51,8.078921366118413,3
71-10=61,8.064470488308025,3
81-10=71,8.022977124197007,4
91-10=81,7.951976851768165,4
21-11=10,7.230798615266491,4
31-11=20,8.180621168060698,4
41-11=30,8.222420493343295,3
51-11=40,8.197978156911063,4
61-11=50,8.18117055947378,4
71-11=60,8.165967271141396,4
81-11=70,8.123952124895505,3
91-11=80,8.045514103953813,3
31-12=19,8.433068205688794,3
41-12=29,8.764993121858884,3
51-12=39,9.248339890975192,3
61-12=49,9.279567925502867,3
71-12=59,9.217433005970316,3
81-12=69,9.208712698190526,3
91-12=79,8.47611169033855,3
31-13=18,7.86880607453293,3
41-13=28,9.316663413637226,2
51-13=38,8.685701286272066,3
61-13=48,9.308838783191067,3
71-13=58,9.239604012407186,3
81-13=68,8.58865203109887,3
91-13=78,9.181291551172729,3
31-14=17,8.443158400549281,3
41-14=27,8.694904529863042,2
51-14=37,9.233602088316486,3
61-14=47,8.668245858743202,3
71-14=57,8.524104843069198,3
81-14=67,9.208512654951926,3
91-14=77,8.481701830994469,3
31-15=16,8.484031985394328,3
41-15=26,9.29238746853678,2
51-15=36,8.652563504052216,3
61-15=46,8.602062839646434,3
71-15=56,8.591480953712377,3
81-15=66,8.585644655254885,3
91-15=76,9.165956045911022,2
31-16=15,8.475906308980155,3
41-16=25,9.28169596811805,2
51-16=35,8.62552575653484,3
61-16=45,8.599123478440065,2
71-16=55,8.560034158052197,2
81-16=65,8.584475575646527,2
91-16=75,9.148826955236425,3
31-17=14,8.454084825929641,3
41-17=24,8.693295859641456,3
51-17=34,9.248585092970933,3
61-17=44,8.674501192925183,4
71-17=54,8.54982315687811,3
81-17=64,9.217679988966248,3
91-17=74,8.502438741068193,3
31-18=13,7.81104965728435,3
41-18=23,9.26889623022679,3
51-18=33,8.631400923155784,3
61-18=43,9.266258756328057,2
71-18=53,9.194445702774264,3
81-18=63,8.55764159180817,3
91-18=73,9.13470152276575,3
31-19=12,8.434690503355313,3
41-19=22,8.759629167854431,2
51-19=32,9.25305660829278,3
61-19=42,9.281566654833746,3
71-19=52,9.217327579675416,2
81-19=62,9.210713752497448,3
91-19=72,8.49479160491905,3
11-1-1=9,6.325233026734643,3
11-1-2=8,7.328042681101333,3
11-1-3=7,7.283940059745452,3
11-1-4=6,7.337329898276894,3
11-1-5=5,6.605054409366074,3
11-1-6=4,7.324296581135109,3
11-1-7=3,7.261359362023085,3
11-1-8=2,7.291638968942627,3
11-1-9=1,6.216864331482414,4
11-1*2=9,7.740218008629137,3
11-1*3=8,7.810117974706993,3
11-1*4=7,7.764091118707563,3
11-1*5=6,7.787001071780774,3
11-1*6=5,7.777910707247973,3
11-1*7=4,7.776082995954403,4
11-1*8=3,7.778052538714324,3
11-1*9=2,7.736885090188319,3
31-20=11,8.137657360516283,5
41-20=21,8.424960484564576,3
51-20=31,8.928836724093363,3
61-20=41,8.978208455974405,3
71-20=51,8.913327521696205,3
81-20=61,8.935770536549198,2
91-20=71,8.844910696435624,3
31-21=10,8.227853869978528,4
41-21=20,8.507327423915733,4
51-21=30,9.008431987473292,3
61-21=40,9.057146501493673,3
71-21=50,8.995645496781544,3
81-21=60,9.018348696214549,3
91-21=70,8.923490027192654,3
41-22=19,8.814839633999034,3
51-22=29,8.276042906032199,3
61-22=39,9.145808259868415,3
71-22=49,9.115529650281443,4
81-22=59,9.072448177671925,3
91-22=69,8.398630119287928,4
41-23=18,9.37406401506087,2
51-23=28,9.159615054426691,3
61-23=38,9.119446531178491,3
71-23=48,9.65670568836756,2
81-23=58,8.975377462592766,3
91-23=68,9.623156818890475,2
41-24=17,8.75045695883117,2
51-24=27,9.14149422358527,3
61-24=37,9.647148480880247,3
71-24=47,8.378790891567757,3
81-24=57,9.612689078417768,2
91-24=67,9.608355919434128,3
41-25=16,9.348768968753255,3
51-25=26,8.51703440788015,3
61-25=36,9.033044072727709,3
71-25=46,9.625619259449527,3
81-25=56,9.017264271371712,3
91-25=66,8.968949861691337,3
41-26=15,9.33638106532585,2
51-26=25,8.488110977928299,2
61-26=35,9.035506339464009,2
71-26=45,9.61105764180086,2
81-26=55,8.992365529389506,3
91-26=65,8.96606366594502,3
41-27=14,8.750198389539303,3
51-27=24,9.154625790566548,3
61-27=34,9.66572292118082,4
71-27=44,8.395748536254782,3
81-27=54,9.6241801117395,3
91-27=64,9.626936161892896,4
41-28=13,9.324911768581224,3
51-28=23,9.108406326644204,3
61-28=33,9.066937737568407,3
71-28=43,9.615279150103122,3
81-28=53,8.944094696297348,3
91-28=63,9.572750237586495,3
41-29=12,8.803176535660521,2
51-29=22,8.262824628735421,3
61-29=32,9.138112877203271,3
71-29=42,9.10951940893661,2
81-29=52,9.063251116363878,2
91-29=62,8.402917353287869,2
11-2-1=8,7.370916370562414,3
11-2-2=7,7.597084710928189,4
11-2-3=6,8.181617515357345,2
11-2-4=5,8.163975685968085,3
11-2-5=4,8.169949692007632,4
11-2-6=3,8.14025554347818,3
11-2-7=2,7.564188991231182,3
11-2-8=1,7.254368524068791,3
11-2-9=0,7.750542415389817,3
11-2*1=9,7.7780105780673,3
11-2*2=7,8.078311458008987,3
11-2*3=5,8.636495734657156,3
11-2*4=3,8.624631498925465,3
11-2*5=1,7.745608188675692,3
21-2*6=9,8.467471442789845,3
21-2*7=7,7.769676224516433,3
21-2*8=5,8.48322914182792,3
21-2*9=3,8.439222913614039,3
11-2/1=9,7.595744332843215,4
41-30=11,8.160504450608137,3
51-30=21,8.919766542636655,2
61-30=31,8.326398063650348,3
71-30=41,8.877809520481177,3
81-30=51,8.872570496413323,3
91-30=61,8.86585565737622,3
41-31=10,8.255725666195573,3
51-31=20,9.00213789414558,3
61-31=30,8.415081799512922,3
71-31=40,8.966662882278035,3
81-31=50,8.96300553854937,3
91-31=60,8.951381975985855,3
51-32=19,9.294978464373392,2
61-32=29,9.143921457509402,3
71-32=39,9.00573005158213,3
81-32=49,9.585034164257417,2
91-32=59,8.89932839202203,3
51-33=18,8.718593924765528,3
61-33=28,9.10829336613677,2
71-33=38,8.141623520888034,3
81-33=48,8.368121007325193,3
91-33=58,8.99981889717224,3
51-34=17,9.274511032663726,3
61-34=27,9.63921073621341,2
71-34=37,8.302888912496837,3
81-34=47,9.006168483538222,3
91-34=57,9.55601841858836,3
51-35=16,8.69507581082019,3
61-35=26,9.02402182006928,3
71-35=36,9.007161196552197,3
81-35=46,9.606140261735517,2
91-35=56,8.983783028860545,3
51-36=15,8.668613048995308,2
61-36=25,9.026352284229093,2
71-36=35,8.992266066185909,2
81-36=45,9.59016916197044,2
91-36=55,8.954976904574652,3
51-37=14,9.288156436230642,3
61-37=24,9.656481303688556,3
71-37=34,8.328145777270697,3
81-37=44,9.005981323824567,4
91-37=54,9.57068619175331,3
51-38=13,8.659531611468429,3
61-38=23,9.047653477746254,3
71-38=33,8.083268599368152,3
81-38=43,8.33082666131102,3
91-38=53,8.937599124934781,3
51-39=12,9.2986383938549,2
61-39=22,9.14224412573151,2
71-39=32,9.018535089814458,2
81-39=42,9.593728508981917,2
91-39=52,8.921535433580468,3
11-3+1=9,7.685688889726626,3
11-3-1=7,7.30651247236331,3
11-3-2=6,8.16234753013817,2
11-3-3=5,7.516846828401682,3
11-3-4=4,7.533389758520375,3
11-3-5=3,7.4730951824743155,3
11-3-6=2,8.133987262744787,2
11-3-7=1,7.214714593426934,4
11-3-8=0,7.791665852517777,3
21-3-9=9,7.767685132518553,3
11-3*1=8,7.837574415622751,2
11-3*2=5,8.614866244343624,3
11-3*3=2,7.99794268867028,3
21-3*4=9,8.997860831915723,3
21-3*5=6,9.028861866166036,3
21-3*6=3,8.394495575690161,3
21-3*7=0,8.711523490722264,3
31-3*8=7,8.378018164228251,3
31-3*9=4,8.402300743983265,3
11-3/1=8,7.635827874177301,3
51-40=11,8.129091477878015,4
61-40=21,8.960955732736226,3
71-40=31,8.880601078133799,3
81-40=41,8.312508422267607,3
91-40=51,8.821734229579516,3
51-41=10,8.22240048689529,4
61-41=20,9.04555973008834,3
71-41=30,8.97064824791852,4
81-41=40,8.400027201670293,3
91-41=50,8.90405576509041,4
61-42=19,9.316359204059534,3
71-42=29,9.11343330663332,4
81-42=39,9.581383546081044,3
91-42=49,8.328090524030666,3
61-43=18,9.348626176521057,2
71-43=28,9.64578054504299,3
81-43=38,8.372539679256965,4
91-43=48,9.023939167668509,3
61-44=17,8.702928568982822,2
71-44=27,8.362286685593153,3
81-44=37,8.998447914584002,3
91-44=47,8.107142897380848,2
61-45=16,8.635733177484312,3
71-45=26,9.614057834898707,3
81-45=36,9.602422272444986,3
91-45=46,8.977405605488288,3
61-46=15,8.636338800521244,3
71-46=25,9.599618114630411,3
81-46=35,9.590338181861512,2
91-46=45,8.958943763136768,3
61-47=14,8.703917721634845,3
71-47=24,8.372348360447814,3
81-47=34,8.991721550215145,4
91-47=44,8.102939019311886,3
61-48=13,9.306387292312468,3
71-48=23,9.604374345452944,3
81-48=33,8.338724408961866,3
91-48=43,8.977971307140654,3
61-49=12,9.31868138501595,3
71-49=22,9.114187127641022,3
81-49=32,9.58681732779276,2
91-49=42,8.349072077936443,3
11-4+1=8,7.750477167916798,3
11-4+2=9,8.52113631376851,3
11-4-1=6,7.35931594936917,3
11-4-2=5,8.140628580947615,3
11-4-3=4,7.521249906198166,3
11-4-4=3,7.515394780200938,3
11-4-5=2,8.130590717871744,2
11-4-6=1,7.249098100591554,4
11-4-7=0,7.762902927680559,3
21-4-8=9,8.492793975119548,3
21-4-9=8,8.511195779421646,3
11-4*1=7,7.784258405899438,3
11-4*2=3,8.599960175746226,3
21-4*3=9,8.992346186363585,3
21-4*4=5,8.446183854198894,3
21-4*5=1,8.578297303672125,4
31-4*6=7,9.020268144412295,3
31-4*7=3,8.37472891377586,3
41-4*8=9,8.40243628590985,2
41-4*9=5,8.379481770836307,2
11-4/1=7,7.581824138053307,4
11-4/2=9,8.412148371480276,4
61-50=11,8.083032679519828,3
71-50=21,8.870560036898278,3
81-50=31,8.852303534163335,3
91-50=41,8.803652194988613,3
61-51=10,8.180161492586182,4
71-51=20,8.957570968725916,3
81-51=30,8.94130583926342,4
91-51=40,8.885139848529398,4
71-52=19,9.231320748287647,3
81-52=29,9.036769548912106,3
91-52=39,8.877079004922786,3
71-53=18,9.253835260013831,2
81-53=28,8.938094557552471,3
91-53=38,8.97803975123426,2
71-54=17,8.53739181378035,3
81-54=27,9.569122559032648,3
91-54=37,9.530102245338396,3
71-55=16,8.599743628281221,3
81-55=26,8.968985834579748,3
91-55=36,8.953335149890362,3
71-56=15,8.564496620996701,2
81-56=25,8.940679753735234,3
91-56=35,8.921392803245606,2
71-57=14,8.562782828134694,4
81-57=24,9.578870049235253,3
91-57=34,9.543591557963268,3
71-58=13,9.209713379362196,3
81-58=23,8.904238822428612,3
91-58=33,8.921462658597262,3
71-59=12,9.234878655943094,2
81-59=22,9.03223986394795,3
91-59=32,8.898552464214015,3
11-5+1=7,7.668867701199096,3
11-5+2=8,8.52427762922434,2
11-5+3=9,8.491688104735081,3
11-5-1=5,6.605000092085359,3
11-5-2=4,8.132913273698797,3
11-5-3=3,7.470091464767274,3
11-5-4=2,8.117978263573852,3
11-5-5=1,6.542783597472594,4
11-5-6=0,7.738753023871627,3
21-5-7=9,8.43491091336459,3
21-5-8=8,7.807532531018471,3
21-5-9=7,8.428617835088625,4
11-5*1=6,7.793719895624839,4
11-5*2=1,7.709409039185841,3
21-5*3=6,9.009544840816975,3
21-5*4=1,8.564500743183226,3
31-5*5=6,8.389545186419488,3
31-5*6=1,8.589973778401292,3
41-5*7=6,8.999319133213959,2
41-5*8=1,8.585389888452116,3
51-5*9=6,8.328009392233929,3
11-5/1=6,7.587707083034608,3
71-60=11,8.055442640340916,3
81-60=21,8.871999986967008,3
91-60=31,8.822465216103673,3
71-61=10,8.153504646171598,4
81-61=20,8.959367892107112,3
91-61=30,8.90858296394458,3
81-62=19,9.204164801640696,3
91-62=29,8.341782676511984,4
81-63=18,8.584284722491258,3
91-63=28,9.56004645130822,3
81-64=17,9.203788141802326,3
91-64=27,9.543657602452328,3
81-65=16,8.576464463975372,3
91-65=26,8.901121670263361,3
81-66=15,8.581650986791287,2
91-66=25,8.906733355819144,3
81-67=14,9.214757527564826,3
91-67=24,9.562578056968146,4
81-68=13,8.554095917049196,2
91-68=23,9.509618039927274,3
81-69=12,9.20774584295445,3
91-69=22,8.350143103319954,3
11-6+1=6,7.025199150559784,3
11-6+2=7,8.475062833024108,4
11-6+3=8,8.520047229905423,4
11-6+4=9,8.470337949672068,4
11-6-1=4,7.307502458644619,3
11-6-2=3,8.087852631340105,3
11-6-3=2,8.097891463735785,2
11-6-4=1,7.210914270447661,4
11-6-5=0,7.720393859167403,3
21-6-6=9,7.810899392766383,3
21-6-7=8,8.474915347622387,3
21-6-8=7,8.45190628386503,3
21-6-9=6,7.796878682745055,4
11-6*1=5,7.762849004230508,3
21-6*2=9,8.428576350631943,3
21-6*3=3,8.362394351958915,3
31-6*4=7,8.98445163320276,3
31-6*5=1,8.566793101824278,3
41-6*6=5,8.35214693606688,3
51-6*7=9,8.922695568448368,3
51-6*8=3,8.981769563663537,3
61-6*9=7,8.28759422654302,3
11-6/1=5,7.555653317527943,3
11-6/2=8,8.423306226772567,3
11-6/3=9,8.361316458907748,3
81-70=11,7.977210082221163,4
91-70=21,8.742077896135145,3
81-71=10,8.076966409869994,3
91-71=20,8.827710875822955,3
91-72=19,8.43041933698452,3
91-73=18,9.134874068766404,3
91-74=17,8.436984487567726,3
91-75=16,9.123112941649907,2
91-76=15,9.106779713626386,3
91-77=14,8.467487100194424,4
91-78=13,9.088707319173547,3
91-79=12,8.44974667640097,3
11-7+1=5,7.609779094478514,3
11-7+2=6,8.460226412896995,3
11-7+3=7,7.725692544771306,3
11-7+4=8,8.439420569061614,3
11-7+5=9,8.369690538856375,3
11-7-1=3,7.2113278155060945,4
11-7-2=2,7.482521776150876,3
11-7-3=1,7.143009406404334,4
11-7-4=0,7.691977574318407,3
21-7-5=9,8.374396045143074,3
21-7-6=8,8.44063568233582,3
21-7-7=7,6.754341768436158,3
21-7-8=6,8.439742120978613,2
21-7-9=5,8.367501473862601,4
11-7*1=4,7.721502378270591,3
21-7*2=7,7.691315971870109,3
21-7*3=0,8.627097479598037,3
31-7*4=3,8.30721474935986,3
41-7*5=6,8.93313282918471,3
51-7*6=9,8.878609787486743,3
51-7*7=2,8.268582427224588,3
61-7*8=5,8.896059452910464,3
71-7*9=8,8.16073083457126,3
11-7/1=4,7.520375746746124,4
91-80=11,7.885809826548058,4
91-81=10,7.9798427388871,3
11-8+1=4,7.623048457125698,3
11-8+2=5,8.413039607618646,3
11-8+3=6,8.447044593811304,3
11-8+4=7,8.386946316271182,3
11-8+5=8,7.722886734354572,3
11-8+6=9,8.342677352103342,3
11-8-1=2,7.213774633624096,3
11-8-2=1,7.134311372976364,3
11-8-3=0,7.689083495986349,3
21-8-4=9,8.386151993963164,3
21-8-5=8,7.725342096841425,3
21-8-6=7,8.388007615535281,4
21-8-7=6,8.406128528485203,3
21-8-8=5,7.721458534226745,4
21-8-9=4,8.386842725775246,3
11-8*1=3,7.68605554033741,3
21-8*2=5,8.371772571639477,3
31-8*3=7,8.283962323813672,3
41-8*4=9,8.305563560738028,3
41-8*5=1,8.490162097862289,3
51-8*6=3,8.91273563044394,3
61-8*7=5,8.856138991167345,3
71-8*8=7,7.473225955562077,3
81-8*9=9,7.408318222994453,3
11-8/1=3,7.49186614428419,4
11-8/2=7,8.302104983828569,4
11-8/4=9,8.249644789126185,3
11-9+1=3,7.516467925515253,3
11-9+2=4,8.386788497657603,3
11-9+3=5,8.363917882924847,2
11-9+4=6,8.385913255442622,4
11-9+5=7,8.305784798960701,2
11-9+6=8,8.34271127849335,3
11-9+7=9,7.580556750353184,3
11-9-1=1,6.111421405376402,3
11-9-2=0,7.601479185322027,3
21-9-3=9,7.6397021944246095,3
21-9-4=8,8.378654013037723,3
21-9-5=7,8.315498118496267,4
21-9-6=6,7.7067114004815025,3
21-9-7=5,8.315636369150877,4
21-9-8=4,8.361407285829378,4
21-9-9=3,7.630558189525106,3
11-9*1=2,7.610886010376602,3
21-9*2=3,8.297971231323084,3
31-9*3=4,8.272156698835618,3
41-9*4=5,8.256802914355395,3
51-9*5=6,8.220196097625253,4
61-9*6=7,8.189495296830476,3
71-9*7=8,8.102686185808839,4
81-9*8=9,7.384165856573851,3
81-9*9=0,7.74873991700456,3
11-9/1=2,7.4335999220766515,4
11-9/3=8,8.247464275258974,3
11*1-2=9,7.768391391662046,3
11*1-3=8,7.83334787696991,3
11*1-4=7,7.789145986040463,3
11*1-5=6,7.814139086002391,3
11*1-6=5,7.805467526767914,3
11*1-7=4,7.803065505731045,3
11*1-8=3,7.803908852537459,3
11*1-9=2,7.769743306047209,3
21*1/3=7,8.309161193655525,3
21*1/7=3,8.300894714701501,3
81*1/9=9,7.531115000620999,3
51*2=102,7.300203628757017,3
61*2=122,6.891739198949057,3
71*2=142,7.725129509600768,3
81*2=162,7.720516401782978,3
91*2=182,7.665904756226734,3
21*2/6=7,8.188131018303661,3
21*2/7=6,8.2092942122207,2
41*3=123,7.6558168445232,2
51*3=153,6.955600702350988,3
61*3=183,7.59634935767768,3
71*3=213,7.756378582779758,2
81*3=243,8.044437766781417,3
91*3=273,7.984120173625596,3
21*3/7=9,8.691005878406912,2
21*3/9=7,8.683727143589795,3
31*4=124,7.694962045719421,3
41*4=164,6.733921870065184,3
51*4=204,7.668388698628268,3
61*4=244,7.209873370251034,3
71*4=284,8.028243897625122,3
81*4=324,8.111016004088443,3
91*4=364,8.054652842519834,3
21*5=105,7.152016056657319,2
31*5=155,6.660827935923023,3
41*5=205,7.593052774541265,3
51*5=255,6.045258658964488,3
61*5=305,7.5642633309972815,3
71*5=355,7.058940397771665,3
81*5=405,7.553973730419554,3
91*5=455,7.0266344919781965,3
21*6=126,7.073368877242048,3
31*6=186,7.560708113627012,3
41*6=246,7.420128375065454,3
51*6=306,7.563997121797582,3
61*6=366,6.054259627144094,3
71*6=426,8.03373448058632,3
81*6=486,7.296604378104701,3
91*6=546,7.930501328736649,3
21*7=147,7.479809048590165,4
31*7=217,7.62752124379023,3
41*7=287,7.869713232093368,3
51*7=357,7.226895449572543,3
61*7=427,7.944269369183081,3
71*7=497,6.856689226893653,3
81*7=567,7.807497733834532,3
91*7=637,7.864131450788891,3
21*8=168,7.503576342727685,3
31*8=248,7.929175069023146,3
41*8=328,7.96236330532687,3
51*8=408,7.481584380615406,3
61*8=488,6.980767037066506,3
71*8=568,7.820007629089718,3
81*8=648,6.980864275943684,3
91*8=728,7.873865978897319,3
21*9=189,7.34337283451551,3
31*9=279,7.780679629099442,3
41*9=369,7.821878608749128,3
51*9=459,7.130633256501435,3
61*9=549,7.784573749182511,3
71*9=639,7.8018985602488495,4
81*9=729,7.791206151551457,3
91*9=819,6.53603732890377,3
11/1-2=9,7.44364042914308,4
11/1-3=8,7.504786765003444,4
11/1-4=7,7.458580864124388,4
11/1-5=6,7.477965609314363,4
11/1-6=5,7.466711390790827,4
11/1-7=4,7.462249372801007,4
11/1-8=3,7.462608049498876,4
11/1-9=2,7.422710000082944,4
21/1/3=7,7.648568691158004,3
21/1/7=3,7.619923676333002,3
81/1/9=9,6.813369216500842,4
21/3+1=8,8.349291732721918,2
21/3+2=9,8.162571086304705,3
21/3-1=6,8.32123193531469,2
21/3-2=5,8.158121281754122,3
21/3-3=4,8.091245344617047,2
21/3-4=3,8.04948802782143,3
21/3-5=2,8.12430909944818,2
21/3-6=1,8.239050210011968,3
21/3-7=0,8.377002562425524,3
51/3-8=9,8.61990876164242,3
51/3-9=8,8.632924759104998,3
21/3*1=7,8.265141388272884,3
21/3/1=7,7.665681508097742,3
81/3/3=9,7.368881159224221,2
21/3/7=1,7.588523013076445,3
81/3/9=3,7.309903788991312,3
21/6*2=7,8.103415998178617,3
21/7+1=4,8.23830816128568,3
21/7+2=5,8.081914733079826,3
21/7+3=6,8.633104759792849,3
21/7+4=7,7.91599269354777,3
21/7+5=8,8.587196673002058,3
21/7+6=9,8.563703000174181,3
21/7-1=2,7.629755012485983,3
21/7-2=1,7.5997112494485615,3
21/7-3=0,8.304522480189823,3
91/7-4=9,7.790677089695944,3
91/7-5=8,8.47132873328238,3
91/7-6=7,7.785728941393736,3
91/7-7=6,7.831406134368949,3
91/7-8=5,8.45279319935845,3
91/7-9=4,7.814884546773213,3
21/7*1=3,8.18640645916585,3
21/7*2=6,8.084691954229102,3
21/7*3=9,8.553563647620466,3
21/7/1=3,7.570261246871778,3
21/7/3=1,7.522357803946565,4
81/9-1=8,7.373984665203596,3
81/9-2=7,8.446118359062481,3
81/9-3=6,8.502346004697324,3
81/9-4=5,8.447595326454229,3
81/9-5=4,8.452024772306142,3
81/9-6=3,8.462855575040479,4
81/9-7=2,8.433466046225114,3
81/9-8=1,7.322970436222562,3
81/9-9=0,7.415368200883692,4
81/9*1=9,7.347235253425804,3
21/9*3=7,8.487968281939937,3
